Hotel com boa localização, próximo ao aeroporto.Cômodos simples mas em ordem e limpos. Ar-condicionado muito barulhento e atendimento da recepção muito atrapalhado.Servem um bom jantar, simples mas com qualidade e variedade compatível ao preço.;refeição;jantar;;1
Hotel com boa localização, próximo ao aeroporto.Cômodos simples mas em ordem e limpos. Ar-condicionado muito barulhento e atendimento da recepção muito atrapalhado.Servem um bom jantar, simples mas com qualidade e variedade compatível ao preço.;atendimento;;;-1
Hotel com boa localização, próximo ao aeroporto.Cômodos simples mas em ordem e limpos. Ar-condicionado muito barulhento e atendimento da recepção muito atrapalhado.Servem um bom jantar, simples mas com qualidade e variedade compatível ao preço.;preço;;;1
Hotel com boa localização, próximo ao aeroporto.Cômodos simples mas em ordem e limpos. Ar-condicionado muito barulhento e atendimento da recepção muito atrapalhado.Servem um bom jantar, simples mas com qualidade e variedade compatível ao preço.;estabelecimento;hotel;;0
Hotel com boa localização, próximo ao aeroporto.Cômodos simples mas em ordem e limpos. Ar-condicionado muito barulhento e atendimento da recepção muito atrapalhado.Servem um bom jantar, simples mas com qualidade e variedade compatível ao preço.;pontos de interesse;aeroporto;;0
Hotel com boa localização, próximo ao aeroporto.Cômodos simples mas em ordem e limpos. Ar-condicionado muito barulhento e atendimento da recepção muito atrapalhado.Servem um bom jantar, simples mas com qualidade e variedade compatível ao preço.;serviço;recepção;;-1
Hotel com boa localização, próximo ao aeroporto.Cômodos simples mas em ordem e limpos. Ar-condicionado muito barulhento e atendimento da recepção muito atrapalhado.Servem um bom jantar, simples mas com qualidade e variedade compatível ao preço.;qualidade do sono;;;-1
Próximo do aeroporto mas com instalações precárias.Não tem elevador, você terá que subir com suas malas pela escada e sem ajuda de nenhum funcionário.Não gostei do quarto, bastante barulhento.Não gostei do banheiro, com porta sanfonada de pvc...tudo apertado e feio.O café da manhã é razoável, pelo preço...Apesar de barato, não pretendo me hospedar mais...Na minha opinião, vale pagar uns reais mais caro e ficar num local com mais qualidade.;preço;;;1
Próximo do aeroporto mas com instalações precárias.Não tem elevador, você terá que subir com suas malas pela escada e sem ajuda de nenhum funcionário.Não gostei do quarto, bastante barulhento.Não gostei do banheiro, com porta sanfonada de pvc...tudo apertado e feio.O café da manhã é razoável, pelo preço...Apesar de barato, não pretendo me hospedar mais...Na minha opinião, vale pagar uns reais mais caro e ficar num local com mais qualidade.;quarto;;;-1
Próximo do aeroporto mas com instalações precárias.Não tem elevador, você terá que subir com suas malas pela escada e sem ajuda de nenhum funcionário.Não gostei do quarto, bastante barulhento.Não gostei do banheiro, com porta sanfonada de pvc...tudo apertado e feio.O café da manhã é razoável, pelo preço...Apesar de barato, não pretendo me hospedar mais...Na minha opinião, vale pagar uns reais mais caro e ficar num local com mais qualidade.;refeição;café da manhã;;1
Próximo do aeroporto mas com instalações precárias.Não tem elevador, você terá que subir com suas malas pela escada e sem ajuda de nenhum funcionário.Não gostei do quarto, bastante barulhento.Não gostei do banheiro, com porta sanfonada de pvc...tudo apertado e feio.O café da manhã é razoável, pelo preço...Apesar de barato, não pretendo me hospedar mais...Na minha opinião, vale pagar uns reais mais caro e ficar num local com mais qualidade.;instalações;instalação interna;elevador;-1
Próximo do aeroporto mas com instalações precárias.Não tem elevador, você terá que subir com suas malas pela escada e sem ajuda de nenhum funcionário.Não gostei do quarto, bastante barulhento.Não gostei do banheiro, com porta sanfonada de pvc...tudo apertado e feio.O café da manhã é razoável, pelo preço...Apesar de barato, não pretendo me hospedar mais...Na minha opinião, vale pagar uns reais mais caro e ficar num local com mais qualidade.;pontos de interesse;aeroporto;;0
Próximo do aeroporto mas com instalações precárias.Não tem elevador, você terá que subir com suas malas pela escada e sem ajuda de nenhum funcionário.Não gostei do quarto, bastante barulhento.Não gostei do banheiro, com porta sanfonada de pvc...tudo apertado e feio.O café da manhã é razoável, pelo preço...Apesar de barato, não pretendo me hospedar mais...Na minha opinião, vale pagar uns reais mais caro e ficar num local com mais qualidade.;instalações;;;-1
Próximo do aeroporto mas com instalações precárias.Não tem elevador, você terá que subir com suas malas pela escada e sem ajuda de nenhum funcionário.Não gostei do quarto, bastante barulhento.Não gostei do banheiro, com porta sanfonada de pvc...tudo apertado e feio.O café da manhã é razoável, pelo preço...Apesar de barato, não pretendo me hospedar mais...Na minha opinião, vale pagar uns reais mais caro e ficar num local com mais qualidade.;instalações;instalação interna;escada;0
Apesar de simples o hotel é limpo, perto do aeroporto, perto das indústrias, bom café da manhã, boa janta, ar condicionado e Wi-Fi incluso na diária. Ideal para quem procura um lugar simples, com bons acessos e perto de canoas.;estabelecimento;hotel;;1
Apesar de simples o hotel é limpo, perto do aeroporto, perto das indústrias, bom café da manhã, boa janta, ar condicionado e Wi-Fi incluso na diária. Ideal para quem procura um lugar simples, com bons acessos e perto de canoas.;pontos de interesse;aeroporto;;0
Apesar de simples o hotel é limpo, perto do aeroporto, perto das indústrias, bom café da manhã, boa janta, ar condicionado e Wi-Fi incluso na diária. Ideal para quem procura um lugar simples, com bons acessos e perto de canoas.;refeição;café da manhã;;1
Recomendado para quem vai pegar o aeroporto muito cedo ou para quem chega muito tarde. Fica a 500 metros do terminal e possui transporte próprio para levar e trazer do aeroporto.Quartos amplos, com ar e frigobar. Aspecto ruim é que o Expressinho não possui elevador.;pontos de interesse;aeroporto;;0
Recomendado para quem vai pegar o aeroporto muito cedo ou para quem chega muito tarde. Fica a 500 metros do terminal e possui transporte próprio para levar e trazer do aeroporto.Quartos amplos, com ar e frigobar. Aspecto ruim é que o Expressinho não possui elevador.;instalações;instalação interna;elevador;-1
Recomendado para quem vai pegar o aeroporto muito cedo ou para quem chega muito tarde. Fica a 500 metros do terminal e possui transporte próprio para levar e trazer do aeroporto.Quartos amplos, com ar e frigobar. Aspecto ruim é que o Expressinho não possui elevador.;instalações;instalação do quarto;frigobar;0
Recomendado para quem vai pegar o aeroporto muito cedo ou para quem chega muito tarde. Fica a 500 metros do terminal e possui transporte próprio para levar e trazer do aeroporto.Quartos amplos, com ar e frigobar. Aspecto ruim é que o Expressinho não possui elevador.;quarto;;;1
O hotel cujo o nome já faz a sua avaliação. Expressinho está localizado perto da estação de metrô Farrapos.Com bares que fervem para darem a guinada pra noitada.Shopping com tudo que desejar,além de ter traslado gratuito para o aeroporto,precisando agendar apenas,15 minutos antes da partida.;estabelecimento;hotel;;0
O hotel cujo o nome já faz a sua avaliação. Expressinho está localizado perto da estação de metrô Farrapos.Com bares que fervem para darem a guinada pra noitada.Shopping com tudo que desejar,além de ter traslado gratuito para o aeroporto,precisando agendar apenas,15 minutos antes da partida.;pontos de interesse;shopping;;1
O hotel cujo o nome já faz a sua avaliação. Expressinho está localizado perto da estação de metrô Farrapos.Com bares que fervem para darem a guinada pra noitada.Shopping com tudo que desejar,além de ter traslado gratuito para o aeroporto,precisando agendar apenas,15 minutos antes da partida.;pontos de interesse;aeroporto;;0
Eu realmente não aconselho esse lugar, tudo é pessimo, o atendimento inicial, não tem elevador e se você ficar no quarto andar tem que subir tudo sozinho não tem ninguem para lhe ajudar, a comida? pelo amor de Deus, era um lixo, não consigui comer de tão ruim que era, para devolver foi um problema, o guarto não apresenta segurança, tem aspecto sujo;atendimento;;;-1
Eu realmente não aconselho esse lugar, tudo é pessimo, o atendimento inicial, não tem elevador e se você ficar no quarto andar tem que subir tudo sozinho não tem ninguem para lhe ajudar, a comida? pelo amor de Deus, era um lixo, não consigui comer de tão ruim que era, para devolver foi um problema, o guarto não apresenta segurança, tem aspecto sujo;instalações;instalação interna;elevador;-1
O quarto era pequeno e não tinha TV por assinatura. A roupa de cama também não era nova.O café da manhã era bom, com frutas, iogurte, granola e outras coisas mais.A vantagem em ficar no hotel foi que não pagamos pelo transfer entre Hotel e Aeroporto.;pontos de interesse;aeroporto;;0
O quarto era pequeno e não tinha TV por assinatura. A roupa de cama também não era nova.O café da manhã era bom, com frutas, iogurte, granola e outras coisas mais.A vantagem em ficar no hotel foi que não pagamos pelo transfer entre Hotel e Aeroporto.;quarto;;;-1
O quarto era pequeno e não tinha TV por assinatura. A roupa de cama também não era nova.O café da manhã era bom, com frutas, iogurte, granola e outras coisas mais.A vantagem em ficar no hotel foi que não pagamos pelo transfer entre Hotel e Aeroporto.;estabelecimento;hotel;;1
O quarto era pequeno e não tinha TV por assinatura. A roupa de cama também não era nova.O café da manhã era bom, com frutas, iogurte, granola e outras coisas mais.A vantagem em ficar no hotel foi que não pagamos pelo transfer entre Hotel e Aeroporto.;qualidade do sono;;;-1
O quarto era pequeno e não tinha TV por assinatura. A roupa de cama também não era nova.O café da manhã era bom, com frutas, iogurte, granola e outras coisas mais.A vantagem em ficar no hotel foi que não pagamos pelo transfer entre Hotel e Aeroporto.;instalações;instalação do quarto;tv;-1
O quarto era pequeno e não tinha TV por assinatura. A roupa de cama também não era nova.O café da manhã era bom, com frutas, iogurte, granola e outras coisas mais.A vantagem em ficar no hotel foi que não pagamos pelo transfer entre Hotel e Aeroporto.;refeição;café da manhã;;1
O Express estava lotado e resolvi ficar no Expressinho.Péssima idéia, tirando o atendimento cordial da recepção e o café da manhã que é comum aos dois hoteis, de resto é muito ruim.Barulho infernal a noite inteira, quarto pequeno, mobília velha, TV com péssima imagem.Enfim,,, evite.;atendimento;;;1
O Express estava lotado e resolvi ficar no Expressinho.Péssima idéia, tirando o atendimento cordial da recepção e o café da manhã que é comum aos dois hoteis, de resto é muito ruim.Barulho infernal a noite inteira, quarto pequeno, mobília velha, TV com péssima imagem.Enfim,,, evite.;quarto;;;-1
O Express estava lotado e resolvi ficar no Expressinho.Péssima idéia, tirando o atendimento cordial da recepção e o café da manhã que é comum aos dois hoteis, de resto é muito ruim.Barulho infernal a noite inteira, quarto pequeno, mobília velha, TV com péssima imagem.Enfim,,, evite.;instalações;instalação do quarto;tv;-1
O Express estava lotado e resolvi ficar no Expressinho.Péssima idéia, tirando o atendimento cordial da recepção e o café da manhã que é comum aos dois hoteis, de resto é muito ruim.Barulho infernal a noite inteira, quarto pequeno, mobília velha, TV com péssima imagem.Enfim,,, evite.;serviço;recepção;;1
O Express estava lotado e resolvi ficar no Expressinho.Péssima idéia, tirando o atendimento cordial da recepção e o café da manhã que é comum aos dois hoteis, de resto é muito ruim.Barulho infernal a noite inteira, quarto pequeno, mobília velha, TV com péssima imagem.Enfim,,, evite.;refeição;café da manhã;;1
Voo cancelado e tive que ficar neste hotel. Não gostei nem um pouco. Cheguei no quarto e ele estava com cheiro de cigarro. O ar condicionado muito velho, não deve ser limpo há anos. As roupas de cama não estavam limpas. O hotel tem um transfer que leva para o aeroporto, mas não conseguimos pegar pois muitas pessoas esperavam por ele. Realmente não recomendo!;pontos de interesse;aeroporto;;0
Voo cancelado e tive que ficar neste hotel. Não gostei nem um pouco. Cheguei no quarto e ele estava com cheiro de cigarro. O ar condicionado muito velho, não deve ser limpo há anos. As roupas de cama não estavam limpas. O hotel tem um transfer que leva para o aeroporto, mas não conseguimos pegar pois muitas pessoas esperavam por ele. Realmente não recomendo!;quarto;;;-1
Voo cancelado e tive que ficar neste hotel. Não gostei nem um pouco. Cheguei no quarto e ele estava com cheiro de cigarro. O ar condicionado muito velho, não deve ser limpo há anos. As roupas de cama não estavam limpas. O hotel tem um transfer que leva para o aeroporto, mas não conseguimos pegar pois muitas pessoas esperavam por ele. Realmente não recomendo!;estabelecimento;hotel;;0
Voo cancelado e tive que ficar neste hotel. Não gostei nem um pouco. Cheguei no quarto e ele estava com cheiro de cigarro. O ar condicionado muito velho, não deve ser limpo há anos. As roupas de cama não estavam limpas. O hotel tem um transfer que leva para o aeroporto, mas não conseguimos pegar pois muitas pessoas esperavam por ele. Realmente não recomendo!;qualidade do sono;;;-1
Café bem ruinzinho. Fica longe do centro mas perto do aeroporto. Estacionamento meio estranho sem segurança. Mas o hotel é limpo só que o bom é ficar nos quartos para os fundos os da frente sao barulhentos devido ao movimentosdos carros e do trem na rua.;pontos de interesse;aeroporto;;0
Café bem ruinzinho. Fica longe do centro mas perto do aeroporto. Estacionamento meio estranho sem segurança. Mas o hotel é limpo só que o bom é ficar nos quartos para os fundos os da frente sao barulhentos devido ao movimentosdos carros e do trem na rua.;quarto;;;0
Café bem ruinzinho. Fica longe do centro mas perto do aeroporto. Estacionamento meio estranho sem segurança. Mas o hotel é limpo só que o bom é ficar nos quartos para os fundos os da frente sao barulhentos devido ao movimentosdos carros e do trem na rua.;estabelecimento;hotel;;1
Café bem ruinzinho. Fica longe do centro mas perto do aeroporto. Estacionamento meio estranho sem segurança. Mas o hotel é limpo só que o bom é ficar nos quartos para os fundos os da frente sao barulhentos devido ao movimentosdos carros e do trem na rua.;instalações;instalação externa;estacionamento;-1
Café bem ruinzinho. Fica longe do centro mas perto do aeroporto. Estacionamento meio estranho sem segurança. Mas o hotel é limpo só que o bom é ficar nos quartos para os fundos os da frente sao barulhentos devido ao movimentosdos carros e do trem na rua.;localização;endereço;rua;0
Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno. Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos. Não tem elevador. Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.;preço;;;1
Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno. Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos. Não tem elevador. Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.;serviço;;;0
Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno. Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos. Não tem elevador. Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.;estabelecimento;hotel;;1
Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno. Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos. Não tem elevador. Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.;refeição;café da manhã;;1
Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno. Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos. Não tem elevador. Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.;serviço;serviço de quarto;;0
Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno. Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos. Não tem elevador. Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.;ponto de interesse;aeroporto;;0
Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno. Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos. Não tem elevador. Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.;quarto;;;0
Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno. Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos. Não tem elevador. Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.;instalações;instalação interna;elevador;0
Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno. Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos. Não tem elevador. Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.;instalações;instalação do banheiro;toalha;1
Hotel Express Expressinho é um um bom lugar para fazer um pit stop e seguir viagem quando em Porto Alegre, preço justo para os serviços que oferece, além disso o hóspede pode contar com o serviço de transfer aeroporto/hotel/aeroporto, principalmente levando-se em consideração o preço do taxi.Um café da manhã digno. Toalhas e lençóis brancos, frigobar e ar condicionado nos quartos. Não tem elevador. Possui também serviço de quarto e comida é farta, indico o filé a parmegiana.;instalações;instalação do quarto;frigobar;0
Muito próximo do aeroporto e bom para quem vai ficar apenas uma noite e vai embarcar no dia seguinte. Os quartos voltados à Av. Farrapos são muito barulhentos. A/C não funcionava muito bem, antigo e barulhento. TV antiga, sem controle e péssima imagem.O hotel oferece transporte gratuito para o aeroporto, mas é disputado e para usá-lo é preciso sair com tempo.;instalações;instalação do quarto;tv;-1
Muito próximo do aeroporto e bom para quem vai ficar apenas uma noite e vai embarcar no dia seguinte. Os quartos voltados à Av. Farrapos são muito barulhentos. A/C não funcionava muito bem, antigo e barulhento. TV antiga, sem controle e péssima imagem.O hotel oferece transporte gratuito para o aeroporto, mas é disputado e para usá-lo é preciso sair com tempo.;estabelecimento;hotel;;1
Muito próximo do aeroporto e bom para quem vai ficar apenas uma noite e vai embarcar no dia seguinte. Os quartos voltados à Av. Farrapos são muito barulhentos. A/C não funcionava muito bem, antigo e barulhento. TV antiga, sem controle e péssima imagem.O hotel oferece transporte gratuito para o aeroporto, mas é disputado e para usá-lo é preciso sair com tempo.;pontos de interesse;aeroporto;;0
Muito próximo do aeroporto e bom para quem vai ficar apenas uma noite e vai embarcar no dia seguinte. Os quartos voltados à Av. Farrapos são muito barulhentos. A/C não funcionava muito bem, antigo e barulhento. TV antiga, sem controle e péssima imagem.O hotel oferece transporte gratuito para o aeroporto, mas é disputado e para usá-lo é preciso sair com tempo.;quarto;;;-1
Para quem precisar de pegar avião bem cedo como eu tive que fazer, este é o melhor hotel de Porto Alegre, bem baratinho e muito perto do aeroporto, os quartos são equipados com ar-condicionado e tv, de manhã é oferecido um café da manhã reforçado, fica a dica.;refeição;café da manhã;;1
Para quem precisar de pegar avião bem cedo como eu tive que fazer, este é o melhor hotel de Porto Alegre, bem baratinho e muito perto do aeroporto, os quartos são equipados com ar-condicionado e tv, de manhã é oferecido um café da manhã reforçado, fica a dica.;estabelecimento;hotel;;1
Para quem precisar de pegar avião bem cedo como eu tive que fazer, este é o melhor hotel de Porto Alegre, bem baratinho e muito perto do aeroporto, os quartos são equipados com ar-condicionado e tv, de manhã é oferecido um café da manhã reforçado, fica a dica.;quarto;;;0
Para quem precisar de pegar avião bem cedo como eu tive que fazer, este é o melhor hotel de Porto Alegre, bem baratinho e muito perto do aeroporto, os quartos são equipados com ar-condicionado e tv, de manhã é oferecido um café da manhã reforçado, fica a dica.;qualidade do sono;;;0
Para quem precisar de pegar avião bem cedo como eu tive que fazer, este é o melhor hotel de Porto Alegre, bem baratinho e muito perto do aeroporto, os quartos são equipados com ar-condicionado e tv, de manhã é oferecido um café da manhã reforçado, fica a dica.;pontos de interesse;aeroporto;;0
Para quem precisar de pegar avião bem cedo como eu tive que fazer, este é o melhor hotel de Porto Alegre, bem baratinho e muito perto do aeroporto, os quartos são equipados com ar-condicionado e tv, de manhã é oferecido um café da manhã reforçado, fica a dica.;instalações;instalação do quarto;tv;0
Hotel feito somente para dormir, antes de uma viagem, café da manha bem simples, lanches até de madrugada, preço justo pelo serviço prestado. Chuveiro demora demais a aquecer. Cafezinho sempre quentinho na recepção, internet muito ruim. Camas de mola, haja coluna amigos. Recepcionistas atenciosos, além disso o hotel possui translado gratuito para o aeroporto, em 5 min. Você chegá-la.;estabelecimento;hotel;;0
Hotel feito somente para dormir, antes de uma viagem, café da manha bem simples, lanches até de madrugada, preço justo pelo serviço prestado. Chuveiro demora demais a aquecer. Cafezinho sempre quentinho na recepção, internet muito ruim. Camas de mola, haja coluna amigos. Recepcionistas atenciosos, além disso o hotel possui translado gratuito para o aeroporto, em 5 min. Você chegá-la.;preço;;;1
Hotel feito somente para dormir, antes de uma viagem, café da manha bem simples, lanches até de madrugada, preço justo pelo serviço prestado. Chuveiro demora demais a aquecer. Cafezinho sempre quentinho na recepção, internet muito ruim. Camas de mola, haja coluna amigos. Recepcionistas atenciosos, além disso o hotel possui translado gratuito para o aeroporto, em 5 min. Você chegá-la.;instalações;instalação do banheiro;chuveiro;-1
Hotel feito somente para dormir, antes de uma viagem, café da manha bem simples, lanches até de madrugada, preço justo pelo serviço prestado. Chuveiro demora demais a aquecer. Cafezinho sempre quentinho na recepção, internet muito ruim. Camas de mola, haja coluna amigos. Recepcionistas atenciosos, além disso o hotel possui translado gratuito para o aeroporto, em 5 min. Você chegá-la.;instalações;instalação do quarto;internet;-1
Hotel feito somente para dormir, antes de uma viagem, café da manha bem simples, lanches até de madrugada, preço justo pelo serviço prestado. Chuveiro demora demais a aquecer. Cafezinho sempre quentinho na recepção, internet muito ruim. Camas de mola, haja coluna amigos. Recepcionistas atenciosos, além disso o hotel possui translado gratuito para o aeroporto, em 5 min. Você chegá-la.;qualidade do sono;;;-1
Hotel feito somente para dormir, antes de uma viagem, café da manha bem simples, lanches até de madrugada, preço justo pelo serviço prestado. Chuveiro demora demais a aquecer. Cafezinho sempre quentinho na recepção, internet muito ruim. Camas de mola, haja coluna amigos. Recepcionistas atenciosos, além disso o hotel possui translado gratuito para o aeroporto, em 5 min. Você chegá-la.;serviço;;;0
Hotel feito somente para dormir, antes de uma viagem, café da manha bem simples, lanches até de madrugada, preço justo pelo serviço prestado. Chuveiro demora demais a aquecer. Cafezinho sempre quentinho na recepção, internet muito ruim. Camas de mola, haja coluna amigos. Recepcionistas atenciosos, além disso o hotel possui translado gratuito para o aeroporto, em 5 min. Você chegá-la.;serviço;recepção;;1
Hotel feito somente para dormir, antes de uma viagem, café da manha bem simples, lanches até de madrugada, preço justo pelo serviço prestado. Chuveiro demora demais a aquecer. Cafezinho sempre quentinho na recepção, internet muito ruim. Camas de mola, haja coluna amigos. Recepcionistas atenciosos, além disso o hotel possui translado gratuito para o aeroporto, em 5 min. Você chegá-la.;pontos de interesse;aeroporto;;0
Ótimo preço e pertinho do aeroporto e com serviço de transfer gratuito do aeroporto ao hotel, o que é até bom porque dependendo do horário que se chega, os taxistas são um pouco resistentes em levá-lo. Não espere muito, principalmente pelo valor cobrado.;preço;;;1
Ótimo preço e pertinho do aeroporto e com serviço de transfer gratuito do aeroporto ao hotel, o que é até bom porque dependendo do horário que se chega, os taxistas são um pouco resistentes em levá-lo. Não espere muito, principalmente pelo valor cobrado.;serviço;;;1
Ótimo preço e pertinho do aeroporto e com serviço de transfer gratuito do aeroporto ao hotel, o que é até bom porque dependendo do horário que se chega, os taxistas são um pouco resistentes em levá-lo. Não espere muito, principalmente pelo valor cobrado.;estabelecimento;hotel;;0
Ótimo preço e pertinho do aeroporto e com serviço de transfer gratuito do aeroporto ao hotel, o que é até bom porque dependendo do horário que se chega, os taxistas são um pouco resistentes em levá-lo. Não espere muito, principalmente pelo valor cobrado.;pontos de interesse;aeroporto;;1
Ótimo preço e pertinho do aeroporto e com serviço de transfer gratuito do aeroporto ao hotel, o que é até bom porque dependendo do horário que se chega, os taxistas são um pouco resistentes em levá-lo. Não espere muito, principalmente pelo valor cobrado.;horário;;;0
Diária de R$ 99 direto no hotel, pelo booking estava R$89 descobri depois.Perto do aeroporto, é muito cômodo pra mim com uma TV a cabo reduzida, internet no quarto que todo dia tem que pedir p resetar e tem transfer do aeroporto p hotel - os taxistas não querem te levar por ser perto.Solicite os quartos dos fundos, mais silenciosos. O que nao gosto e que o povo do Sul fuma demais e em qualquer lugar, algumas áreas do hotel cheiram forte de cigarro. Considero bom o café da manha, com boa variedade de opções.;instalações;instalação do quarto;internet;-1
Diária de R$ 99 direto no hotel, pelo booking estava R$89 descobri depois.Perto do aeroporto, é muito cômodo pra mim com uma TV a cabo reduzida, internet no quarto que todo dia tem que pedir p resetar e tem transfer do aeroporto p hotel - os taxistas não querem te levar por ser perto.Solicite os quartos dos fundos, mais silenciosos. O que nao gosto e que o povo do Sul fuma demais e em qualquer lugar, algumas áreas do hotel cheiram forte de cigarro. Considero bom o café da manha, com boa variedade de opções.;instalações;instalação do quarto;tv;-1
